country,payment_date,total_amount
Faroe Islands,24:21.0,7.99
Netherlands,12:09.0,7.99
Russian Federation,45:24.0,7.99
Brazil,26:58.0,7.99
Philippines,31:09.0,7.99
Czech Republic,03:59.0,7.99
Brazil,42:12.0,7.99
Belarus,39:25.0,7.99
Indonesia,54:25.0,7.99
Nauru,37:39.0,7.99
India,13:53.0,7.99
Sudan,58:40.0,7.99
Nigeria,37:13.0,7.99
Brazil,20:59.0,7.99
Russian Federation,01:11.0,7.99
Philippines,13:01.0,7.99
Italy,55:36.0,7.99
France,05:34.0,7.99
Mexico,54:47.0,7.99
Poland,37:09.0,7.99
Ukraine,44:46.0,7.99
China,49:37.0,7.99
China,01:52.0,7.99
Paraguay,48:52.0,7.99
Spain,19:09.0,7.99
China,36:42.0,7.99
Argentina,42:46.0,7.99
Peru,07:43.0,7.99
Taiwan,18:09.0,7.99
China,23:04.0,7.99
India,41:08.0,7.99
China,28:02.0,7.99
India,14:53.0,7.99
Taiwan,43:28.0,7.99
Japan,31:46.0,7.99
India,16:34.0,7.99
Japan,11:40.0,7.99
Philippines,39:00.0,7.99
Brazil,44:31.0,7.99
Iran,06:10.0,7.99
South Africa,52:48.0,7.99
China,06:08.0,7.99
Brazil,36:35.0,7.99
Armenia,55:58.0,7.99
Kazakstan,32:44.0,7.99
China,23:14.0,7.99
Brazil,30:21.0,7.99
Indonesia,03:14.0,7.99
Japan,34:13.0,7.99
United Kingdom,38:51.0,7.99
Thailand,05:13.0,7.99
Azerbaijan,17:29.0,7.99
Azerbaijan,42:34.0,7.99
Argentina,09:45.0,7.99
Germany,17:43.0,7.99
India,21:24.0,7.99
Mexico,40:21.0,7.99
United States,49:43.0,7.99
Yemen,43:39.0,7.99
United Kingdom,53:47.0,7.99
Yemen,26:30.0,7.99
Taiwan,39:28.0,7.99
Mexico,26:11.0,7.99
Nepal,43:58.0,7.99
United States,44:47.0,7.99
China,25:00.0,7.99
Netherlands,13:03.0,7.99
China,43:22.0,7.99
Mexico,16:58.0,7.99
Mexico,17:44.0,7.99
Philippines,19:42.0,7.99
Brazil,09:15.0,7.99
Hong Kong,12:52.0,7.99
Brazil,10:14.0,7.99
Saudi Arabia,38:32.0,7.99
Poland,47:48.0,7.99
India,45:02.0,7.99
Israel,03:41.0,7.99
Colombia,01:01.0,7.99
China,58:50.0,7.99
Canada,01:17.0,7.99
Iran,09:00.0,7.99
Ukraine,28:00.0,7.99
United States,03:44.0,7.99
Indonesia,49:49.0,7.99
China,34:01.0,7.99
India,40:48.0,7.99
China,19:16.0,7.99
Russian Federation,06:58.0,7.99
Switzerland,12:42.0,7.99
Japan,46:54.0,7.99
French Polynesia,26:23.0,7.99
Argentina,18:22.0,7.99
India,53:22.0,7.99
Argentina,20:17.0,7.99
India,21:31.0,7.99
Ethiopia,03:40.0,7.99
China,10:23.0,7.99
Dominican Republic,11:42.0,7.99
Ecuador,26:13.0,7.99
Ecuador,04:48.0,7.99
United States,30:21.0,7.99
Taiwan,01:34.0,7.99
China,50:34.0,7.99
Turkey,22:53.0,7.99
Philippines,53:38.0,7.99
United States,45:15.0,7.99
Venezuela,03:47.0,7.99
South Africa,10:02.0,7.99
India,38:41.0,7.99
Brazil,32:14.0,7.99
Nauru,03:04.0,7.99
United States,59:39.0,7.99
Paraguay,41:51.0,7.99
Turkey,47:15.0,7.99
New Zealand,37:36.0,7.99
Philippines,22:09.0,7.99
Egypt,35:41.0,7.99
French Polynesia,51:55.0,7.99
Thailand,43:31.0,7.99
Philippines,03:27.0,7.99
Angola,28:52.0,7.99
India,25:31.0,7.99
Mexico,50:33.0,7.99
China,38:08.0,7.99
Argentina,12:38.0,7.99
Paraguay,57:24.0,7.99
Saint Vincent and the Grenadines,41:44.0,7.99
Austria,21:54.0,7.99
Malaysia,47:41.0,7.99
Turkey,00:03.0,7.99
Malawi,35:20.0,7.99
China,06:24.0,7.99
Taiwan,37:21.0,7.99
Argentina,38:20.0,7.99
China,46:52.0,7.99
Nigeria,44:45.0,7.99
Italy,37:42.0,7.99
Turkey,33:19.0,7.99
Germany,06:13.0,7.99
Saudi Arabia,54:58.0,7.99
United Kingdom,19:20.0,7.99
Puerto Rico,48:49.0,7.99
Russian Federation,55:51.0,7.99
Argentina,24:50.0,7.99
Indonesia,08:33.0,7.99
India,42:45.0,7.99
Turkey,52:10.0,7.99
Germany,16:43.0,7.99
Kuwait,07:58.0,7.99
Japan,18:23.0,7.99
Morocco,31:25.0,7.99
Canada,50:44.0,7.99
United Kingdom,45:00.0,7.99
Philippines,25:00.0,7.99
India,26:29.0,7.99
Philippines,20:03.0,7.99
Thailand,19:00.0,7.99
South Africa,26:54.0,7.99
Colombia,00:21.0,7.99
Tunisia,34:17.0,7.99
Peru,24:01.0,7.99
Turkey,12:50.0,7.99
India,20:24.0,7.99
Ukraine,33:08.0,7.99
China,55:03.0,7.99
Indonesia,54:15.0,7.99
Oman,27:55.0,7.99
Philippines,31:46.0,7.99
Japan,16:46.0,7.99
United States,36:37.0,7.99
India,28:04.0,7.99
Austria,44:20.0,7.99
Indonesia,24:41.0,7.99
Pakistan,49:31.0,7.99
Armenia,58:14.0,7.99
Spain,17:31.0,7.99
Mexico,01:59.0,7.99
Italy,20:00.0,7.99
Poland,01:20.0,7.99
China,41:57.0,7.99
Mexico,22:20.0,7.99
Nauru,24:07.0,7.99
Sri Lanka,41:21.0,7.99
Ukraine,44:12.0,7.99
Mexico,56:34.0,7.99
Venezuela,41:47.0,7.99
India,31:52.0,7.99
Sudan,52:50.0,7.99
United States,12:48.0,7.99
Indonesia,16:04.0,7.99
Japan,06:38.0,7.99
Italy,02:34.0,7.99
Belarus,32:30.0,7.99
India,29:29.0,7.99
Netherlands,39:45.0,7.99
Iran,28:47.0,7.99
Czech Republic,35:23.0,7.99
China,18:44.0,7.99
Mozambique,29:25.0,7.99
India,45:33.0,7.99
Japan,53:11.0,7.99
United States,59:52.0,7.99
Russian Federation,10:27.0,7.99
United Kingdom,08:13.0,7.99
Italy,53:27.0,7.99
"Virgin Islands, U.S.",23:19.0,7.99
China,38:50.0,7.99
Japan,30:52.0,7.99
Pakistan,06:04.0,7.99
Turkey,19:57.0,7.99
Japan,33:34.0,7.99
India,55:33.0,7.99
China,04:21.0,7.99
Philippines,27:51.0,7.99
India,58:22.0,7.99
Mexico,00:15.0,7.99
Nigeria,03:50.0,7.99
Italy,51:55.0,7.99
Mexico,33:31.0,7.99
Brazil,59:19.0,7.99
Argentina,44:20.0,7.99
India,01:28.0,7.99
Yemen,44:57.0,7.99
Germany,39:50.0,7.99
Japan,28:40.0,7.99
Turkey,26:18.0,7.99
Yugoslavia,03:39.0,7.99
Turkey,52:50.0,7.99
Japan,29:35.0,7.99
Tanzania,54:02.0,7.99
Canada,51:38.0,7.99
Germany,42:04.0,7.99
Argentina,08:19.0,7.99
China,52:30.0,7.99
Hungary,36:46.0,7.99
Mexico,24:12.0,7.99
Mozambique,14:41.0,7.99
India,14:25.0,7.99
South Korea,50:50.0,7.99
India,08:23.0,7.99
Brazil,12:26.0,7.99
Ecuador,52:44.0,7.99
Russian Federation,33:31.0,7.99
Russian Federation,38:47.0,7.99
India,28:09.0,7.99
Mexico,03:57.0,7.99
China,57:28.0,7.99
Japan,44:00.0,7.99
Colombia,12:52.0,7.99
South Korea,32:59.0,7.99
Turkey,12:50.0,7.99
South Africa,23:26.0,7.99
China,08:33.0,7.99
India,52:46.0,7.99
China,56:51.0,7.99
Iran,34:43.0,7.99
Latvia,33:17.0,7.99
Nigeria,50:37.0,7.99
Argentina,13:34.0,7.99
India,04:09.0,7.99
United Arab Emirates,26:55.0,7.99
Philippines,07:11.0,7.99
China,48:11.0,7.99
Vietnam,30:07.0,7.99
Hong Kong,21:02.0,7.99
Japan,01:33.0,7.99
Venezuela,27:22.0,7.99
Japan,04:42.0,7.99
Paraguay,32:56.0,7.99
South Africa,09:02.0,7.99
India,18:15.0,7.99
India,57:48.0,7.99
Brazil,53:57.0,7.99
United Kingdom,26:01.0,7.99
China,00:35.0,7.99
Belarus,02:16.0,7.99
Russian Federation,51:36.0,7.99
Japan,55:12.0,7.99
Angola,41:39.0,7.99
Germany,53:07.0,7.99
China,39:22.0,7.99
India,43:28.0,7.99
Indonesia,44:18.0,7.99
United States,47:38.0,7.99
United States,38:52.0,7.99
Russian Federation,05:57.0,7.99
Bulgaria,35:28.0,7.99
Indonesia,15:19.0,7.99
Japan,21:26.0,7.99
India,30:45.0,7.99
Chile,40:16.0,7.99
United States,58:15.0,7.99
Brazil,22:42.0,7.99
United States,59:51.0,7.99
France,28:19.0,7.99
Russian Federation,12:45.0,7.99
Switzerland,36:35.0,7.99
Tanzania,23:54.0,7.99
United States,34:43.0,7.99
India,49:04.0,7.99
Liechtenstein,59:45.0,7.99
Germany,10:08.0,7.99
Poland,48:29.0,7.99
Argentina,56:28.0,7.99
United Kingdom,38:36.0,7.99
Belarus,03:54.0,7.99
Indonesia,29:34.0,7.99
India,08:53.0,7.99
Russian Federation,58:53.0,7.99
India,43:12.0,7.99
India,51:12.0,7.99
United States,13:19.0,7.99
India,09:35.0,7.99
China,25:05.0,7.99
Japan,14:16.0,7.99
India,14:26.0,7.99
South Africa,14:51.0,7.99
Ukraine,56:48.0,7.99
Japan,54:58.0,7.99
Japan,58:48.0,7.99
South Africa,16:22.0,7.99
Mexico,43:51.0,7.99
United Kingdom,44:00.0,7.99
Holy See (Vatican City State),44:56.0,7.99
India,45:07.0,7.99
United States,53:34.0,7.99
Japan,08:08.0,7.99
Colombia,58:01.0,7.99
Malaysia,28:38.0,7.99
Philippines,29:16.0,7.99
Ecuador,40:14.0,7.99
Mexico,09:38.0,7.99
China,53:48.0,7.99
Japan,54:48.0,7.99
Iran,41:19.0,7.99
China,05:47.0,7.99
French Guiana,36:47.0,7.99
Taiwan,32:19.0,7.99
China,21:07.0,7.99
Japan,59:00.0,7.99
Algeria,10:58.0,7.99
China,41:10.0,7.99
Philippines,40:17.0,7.99
Spain,15:52.0,7.99
Brazil,13:17.0,7.99
Malawi,22:33.0,7.99
Vietnam,33:45.0,7.99
Pakistan,44:06.0,7.99
South Africa,46:35.0,7.99
Poland,12:58.0,7.99
Venezuela,38:08.0,7.99
India,29:15.0,7.99
United States,56:46.0,7.99
Mexico,16:07.0,7.99
Faroe Islands,15:44.0,7.99
Egypt,05:17.0,7.99
Iran,50:29.0,7.99
Russian Federation,38:09.0,7.99
Japan,27:19.0,7.99
China,13:00.0,7.99
India,31:07.0,7.99
Holy See (Vatican City State),40:57.0,7.99
Egypt,49:14.0,7.99
Egypt,06:08.0,7.99
Bangladesh,03:03.0,7.99
Switzerland,18:42.0,7.99
Brazil,10:48.0,7.99
Spain,13:55.0,7.99
Switzerland,41:29.0,7.99
India,05:13.0,7.99
Indonesia,29:39.0,7.99
Canada,07:08.0,7.99
Switzerland,45:14.0,7.99
India,44:30.0,7.99
Russian Federation,36:05.0,7.99
Brazil,21:24.0,7.99
Taiwan,08:17.0,7.99
China,22:41.0,7.99
United States,19:31.0,7.99
Finland,41:42.0,7.99
Poland,35:08.0,7.99
Philippines,32:45.0,7.99
Canada,33:44.0,7.99
Iran,51:18.0,7.99
Vietnam,09:44.0,7.99
Saudi Arabia,34:38.0,7.99
Italy,48:31.0,7.99
United States,18:51.0,7.99
China,58:48.0,7.99
India,01:12.0,7.99
India,53:40.0,7.99
United States,51:23.0,7.99
Italy,40:11.0,7.99
Venezuela,29:33.0,7.99
Netherlands,41:46.0,7.99
India,18:28.0,7.99
Brazil,22:45.0,7.99
Poland,52:34.0,7.99
Russian Federation,46:54.0,7.99
China,16:04.0,7.99
United States,56:27.0,7.99
United States,51:07.0,7.99
Indonesia,10:37.0,7.99
Russian Federation,07:16.0,7.99
Turkey,35:40.0,7.99
Chile,41:31.0,7.99
United Arab Emirates,51:15.0,7.99
India,35:02.0,7.99
India,29:08.0,7.99
China,28:49.0,7.99
Kuwait,31:40.0,7.99
Belarus,11:57.0,7.99
Egypt,34:03.0,7.99
Japan,04:23.0,7.99
India,30:05.0,7.99
Brazil,04:06.0,7.99
Venezuela,39:34.0,7.99
Russian Federation,02:30.0,7.99
United States,21:16.0,7.99
United States,33:01.0,7.99
Sudan,49:01.0,7.99
Mexico,49:02.0,7.99
Japan,53:22.0,7.99
Turkey,48:11.0,7.99
South Korea,02:54.0,7.99
Mexico,28:09.0,7.99
Iran,35:12.0,7.99
Russian Federation,22:05.0,7.99
China,45:49.0,7.99
Mexico,30:57.0,7.99
Hong Kong,33:31.0,7.99
Colombia,59:58.0,7.99
South Korea,11:11.0,7.99
India,21:53.0,7.99
Brazil,01:55.0,7.99
French Polynesia,10:02.0,7.99
Japan,58:21.0,7.99
Dominican Republic,51:13.0,7.99
Japan,30:30.0,7.99
Germany,57:01.0,7.99
South Africa,01:07.0,7.99
Belarus,45:18.0,7.99
Brazil,49:29.0,7.99
Brazil,31:10.0,7.99
Brazil,05:04.0,7.99
Bangladesh,37:17.0,7.99
Russian Federation,43:48.0,7.99
Indonesia,20:20.0,7.99
Brazil,31:17.0,7.99
China,45:06.0,7.99
Turkey,20:04.0,7.99
Argentina,50:32.0,7.99
India,06:06.0,7.99
Brazil,38:41.0,7.99
Argentina,21:47.0,7.99
Gambia,32:51.0,7.99
Mexico,48:50.0,7.99
China,26:16.0,7.99
United States,50:30.0,7.99
Turkey,30:28.0,7.99
Myanmar,46:39.0,7.99
Latvia,47:13.0,7.99
Iran,48:38.0,7.99
Switzerland,44:30.0,7.98
Russian Federation,44:30.0,7.96
Japan,21:34.0,6.99
India,40:11.0,6.99
Iraq,24:42.0,6.99
China,48:24.0,6.99
Netherlands,53:53.0,6.99
Mexico,31:21.0,6.99
Turkey,02:16.0,6.99
Brazil,41:04.0,6.99
Philippines,24:41.0,6.99
Spain,04:24.0,6.99
India,05:29.0,6.99
Mexico,18:36.0,6.99
Russian Federation,31:22.0,6.99
China,45:36.0,6.99
Brazil,28:58.0,6.99
United States,13:36.0,6.99
Bangladesh,25:22.0,6.99
Greece,14:57.0,6.99
United States,46:12.0,6.99
Italy,36:49.0,6.99
Mexico,41:20.0,6.99
Ecuador,14:25.0,6.99
United States,03:32.0,6.99
Netherlands,47:50.0,6.99
Philippines,30:03.0,6.99
Germany,51:54.0,6.99
China,39:48.0,6.99
Cameroon,16:04.0,6.99
India,25:07.0,6.99
Spain,20:28.0,6.99
Russian Federation,22:52.0,6.99
Afghanistan,00:10.0,6.99
Iran,22:10.0,6.99
Brazil,03:26.0,6.99
Malaysia,52:23.0,6.99
Chile,16:23.0,6.99
Japan,20:16.0,6.99
India,44:58.0,6.99
Taiwan,46:41.0,6.99
Venezuela,48:33.0,6.99
Sweden,51:54.0,6.99
Philippines,22:16.0,6.99
China,37:25.0,6.99
Vietnam,58:14.0,6.99
India,49:26.0,6.99
South Korea,07:24.0,6.99
Japan,27:12.0,6.99
Netherlands,08:38.0,6.99
Sudan,53:47.0,6.99
Nigeria,03:38.0,6.99
Germany,48:21.0,6.99
Japan,55:51.0,6.99
Brazil,17:23.0,6.99
Netherlands,52:50.0,6.99
Philippines,58:36.0,6.99
Turkey,22:48.0,6.99
Greece,43:42.0,6.99
Brazil,20:41.0,6.99
Germany,57:13.0,6.99
Ethiopia,13:53.0,6.99
Russian Federation,35:00.0,6.99
United States,04:36.0,6.99
Kazakstan,32:55.0,6.99
Morocco,29:35.0,6.99
Nigeria,53:42.0,6.99
Brazil,42:17.0,6.99
China,34:20.0,6.99
Brazil,32:02.0,6.99
Russian Federation,02:44.0,6.99
French Guiana,33:24.0,6.99
China,56:25.0,6.99
Runion,48:53.0,6.99
Turkey,00:11.0,6.99
Russian Federation,14:43.0,6.99
Paraguay,14:27.0,6.99
Bahrain,29:31.0,6.99
Russian Federation,15:04.0,6.99
India,00:11.0,6.99
United Kingdom,16:22.0,6.99
Turkey,40:25.0,6.99
Taiwan,59:03.0,6.99
Poland,40:29.0,6.99
Brazil,05:24.0,6.99
Tanzania,04:00.0,6.99
Sudan,06:22.0,6.99
India,12:13.0,6.99
Colombia,17:42.0,6.99
Japan,06:41.0,6.99
China,12:49.0,6.99
Turkey,30:52.0,6.99
Turkey,17:41.0,6.99
Taiwan,50:39.0,6.99
Argentina,30:40.0,6.99
Bangladesh,24:38.0,6.99
India,33:59.0,6.99
Italy,05:30.0,6.99
India,45:21.0,6.99
Lithuania,27:35.0,6.99
United Arab Emirates,41:28.0,6.99
China,18:51.0,6.99
Brazil,36:16.0,6.99
Mexico,15:34.0,6.99
China,17:29.0,6.99
Mexico,39:29.0,6.99
Angola,12:52.0,6.99
Myanmar,24:07.0,6.99
Austria,38:53.0,6.99
Brazil,57:40.0,6.99
Vietnam,04:25.0,6.99
Brazil,40:09.0,6.99
Myanmar,44:33.0,6.99
Runion,53:17.0,6.99
Japan,05:17.0,6.99
India,51:45.0,6.99
Philippines,19:56.0,6.99
United States,12:46.0,6.99
Japan,43:25.0,6.99
India,58:02.0,6.99
Oman,52:16.0,6.99
India,16:16.0,6.99
Turkmenistan,29:59.0,6.99
Poland,18:38.0,6.99
Egypt,45:04.0,6.99
China,07:02.0,6.99
Argentina,46:57.0,6.99
Canada,57:46.0,6.99
Mexico,40:53.0,6.99
Sweden,06:23.0,6.99
Taiwan,38:29.0,6.99
Mexico,21:21.0,6.99
Czech Republic,07:30.0,6.99
Japan,46:58.0,6.99
Japan,22:52.0,6.99
China,50:38.0,6.99
Saudi Arabia,26:25.0,6.99
South Africa,24:01.0,6.99
Morocco,35:39.0,6.99
China,48:44.0,6.99
United States,35:45.0,6.99
Brazil,52:32.0,6.99
Vietnam,13:13.0,6.99
China,52:56.0,6.99
Indonesia,31:34.0,6.99
Runion,16:39.0,6.99
Mexico,21:56.0,6.99
Mozambique,59:23.0,6.99
Egypt,33:02.0,6.99
United States,23:40.0,6.99
China,21:07.0,6.99
Israel,13:48.0,6.99
India,40:11.0,6.99
Iran,37:51.0,6.99
India,34:20.0,6.99
Algeria,41:32.0,6.99
Mexico,18:27.0,6.99
Russian Federation,00:18.0,6.99
Russian Federation,55:26.0,6.99
Brazil,47:28.0,6.99
Argentina,45:21.0,6.99
Belarus,19:21.0,6.99
Ukraine,07:51.0,6.99
Puerto Rico,22:10.0,6.99
South Korea,31:02.0,6.99
Russian Federation,41:14.0,6.99
Taiwan,54:49.0,6.99
India,30:50.0,6.99
South Korea,11:07.0,6.99
Turkmenistan,57:42.0,6.99
Runion,46:33.0,6.99
Philippines,44:35.0,6.99
Indonesia,24:57.0,6.99
Saudi Arabia,12:58.0,6.99
China,15:35.0,6.99
United States,44:10.0,6.99
Ukraine,02:26.0,6.99
Brazil,08:39.0,6.99
United States,12:17.0,6.99
Italy,33:00.0,6.99
China,14:32.0,6.99
Ukraine,39:22.0,6.99
Poland,08:02.0,6.99
Mozambique,43:20.0,6.99
China,37:39.0,6.99
Pakistan,41:50.0,6.99
South Korea,20:30.0,6.99
Japan,45:32.0,6.99
Kuwait,26:28.0,6.99
Canada,36:23.0,6.99
India,35:00.0,6.99
Canada,57:10.0,6.99
Iran,06:08.0,6.99
United Arab Emirates,38:39.0,6.99
Nigeria,32:46.0,6.99
French Guiana,54:03.0,6.99
United Arab Emirates,13:52.0,6.99
Austria,22:47.0,6.99
Puerto Rico,33:45.0,6.99
Japan,03:28.0,6.99
Netherlands,13:22.0,6.99
United States,53:40.0,6.99
Mexico,07:47.0,6.99
United States,24:00.0,6.99
China,10:02.0,6.99
Zambia,04:46.0,6.99
Saudi Arabia,54:34.0,6.99
Malaysia,55:58.0,6.99
Austria,05:57.0,6.99
Angola,12:21.0,6.99
Iran,04:09.0,6.99
Russian Federation,57:55.0,6.99
Mexico,44:18.0,6.99
Bangladesh,36:30.0,6.99
India,07:53.0,6.99
Brazil,38:36.0,6.99
Peru,22:52.0,6.99
Philippines,15:27.0,6.99
India,20:57.0,6.99
Philippines,31:47.0,6.99
Mexico,50:45.0,6.99
Venezuela,10:05.0,6.99
Armenia,54:22.0,6.99
Japan,01:51.0,6.99
Brazil,25:52.0,6.99
Russian Federation,54:12.0,6.99
Azerbaijan,40:41.0,6.99
Holy See (Vatican City State),38:13.0,6.99
India,09:42.0,6.99
Philippines,16:15.0,6.99
India,12:14.0,6.99
Kenya,49:33.0,6.99
Argentina,31:51.0,6.99
Brazil,32:19.0,6.99
Ecuador,49:35.0,6.99
North Korea,02:01.0,6.99
United States,22:12.0,6.99
Brazil,07:49.0,6.99
United States,45:49.0,6.99
India,11:49.0,6.99
South Africa,54:56.0,6.99
China,54:22.0,6.99
South Africa,27:25.0,6.99
Philippines,16:30.0,6.99
Indonesia,24:57.0,6.99
United Kingdom,33:24.0,6.99
Philippines,52:57.0,6.99
Israel,27:47.0,6.99
Malaysia,15:39.0,6.99
China,26:11.0,6.99
United States,20:17.0,6.99
Mexico,00:58.0,6.99
Thailand,01:07.0,6.99
Mexico,42:30.0,6.99
United States,27:34.0,6.99
China,40:02.0,6.99
Colombia,06:37.0,6.99
Yugoslavia,18:31.0,6.99
Mexico,58:52.0,6.99
Brazil,00:13.0,6.99
France,48:48.0,6.99
India,39:31.0,6.99
Russian Federation,11:56.0,6.99
Italy,45:06.0,6.99
Mexico,36:38.0,6.99
Ethiopia,26:05.0,6.99
Turkey,08:05.0,6.99
Indonesia,13:44.0,6.99
Tanzania,25:18.0,6.99
Pakistan,28:45.0,6.99
India,06:09.0,6.99
Venezuela,22:22.0,6.99
United States,47:48.0,6.99
Iran,50:45.0,6.99
Brazil,45:07.0,6.99
French Polynesia,17:44.0,6.99
Mexico,07:58.0,6.99
Puerto Rico,24:28.0,6.99
India,38:42.0,6.99
Ukraine,14:53.0,6.99
Turkey,32:17.0,6.99
Turkey,22:39.0,6.99
United States,19:26.0,6.99
Chad,00:35.0,6.99
Taiwan,52:43.0,6.99
Sudan,26:10.0,6.99
Malaysia,18:13.0,6.99
North Korea,39:39.0,6.99
India,36:59.0,6.99
China,02:15.0,6.99
India,44:02.0,6.99
Azerbaijan,52:44.0,6.99
Brazil,15:14.0,6.99
Belarus,32:14.0,6.99
Kazakstan,25:33.0,6.99
India,16:37.0,6.99
United States,18:08.0,6.99
Brazil,42:12.0,6.99
Sri Lanka,36:33.0,6.99
Venezuela,39:19.0,6.99
Belarus,00:12.0,6.99
India,10:35.0,6.99
Philippines,37:55.0,6.99
India,19:55.0,6.99
Philippines,00:42.0,6.99
China,24:54.0,6.99
South Africa,01:25.0,6.99
Saudi Arabia,20:39.0,6.99
Japan,44:34.0,6.99
China,29:49.0,6.99
Bangladesh,16:20.0,6.99
United States,07:23.0,6.99
United States,35:49.0,6.99
United States,22:00.0,6.99
China,54:58.0,6.99
Mexico,39:27.0,6.99
Saudi Arabia,13:17.0,6.99
Mexico,10:15.0,6.99
Sweden,47:46.0,6.99
Indonesia,01:08.0,6.99
Malaysia,02:19.0,6.99
India,22:04.0,6.99
Japan,49:13.0,6.99
China,22:49.0,6.99
Colombia,08:17.0,6.99
India,25:28.0,6.99
China,03:37.0,6.99
Mexico,36:26.0,6.99
Israel,29:40.0,6.99
Canada,19:15.0,6.99
Brazil,25:40.0,6.99
Russian Federation,53:20.0,6.99
India,03:57.0,6.99
Philippines,00:06.0,6.99
Mexico,21:39.0,6.99
Bangladesh,34:16.0,6.99
Mexico,02:36.0,6.99
United States,48:11.0,6.99
Russian Federation,19:22.0,6.99
Iraq,55:13.0,6.99
Russian Federation,01:20.0,6.99
Ukraine,26:27.0,6.99
South Africa,54:16.0,6.99
Netherlands,34:39.0,6.99
United States,07:13.0,6.99
India,04:28.0,6.99
United States,44:59.0,6.99
Russian Federation,21:08.0,6.99
Turkey,40:11.0,6.99
Philippines,06:44.0,6.99
Chile,04:43.0,6.99
Philippines,19:18.0,6.99
United States,35:49.0,6.99
Egypt,47:26.0,6.99
China,27:03.0,6.99
Brazil,07:21.0,6.99
Nepal,41:17.0,6.99
Algeria,22:54.0,6.99
Brazil,07:16.0,6.99
Peru,41:20.0,6.99
Brazil,03:37.0,6.99
Peru,58:15.0,6.99
Saudi Arabia,47:59.0,6.99
United States,22:00.0,6.99
South Africa,04:47.0,6.99
Runion,35:18.0,6.99
Bolivia,05:05.0,6.99
Brazil,11:49.0,6.99
Japan,26:10.0,6.99
Nigeria,15:29.0,6.99
Bangladesh,04:11.0,6.99
Japan,21:47.0,6.99
Senegal,54:50.0,6.99
Morocco,36:17.0,6.99
United States,39:55.0,6.99
Mexico,31:29.0,6.99
Hong Kong,10:32.0,6.99
Poland,53:52.0,6.99
Argentina,38:23.0,6.99
Latvia,35:26.0,6.99
Nigeria,54:49.0,6.99
Nigeria,19:40.0,6.99
Russian Federation,46:04.0,6.99
Russian Federation,22:01.0,6.99
United States,05:38.0,6.99
Nigeria,48:34.0,6.99
Russian Federation,10:02.0,6.99
Taiwan,59:38.0,6.99
Nigeria,54:18.0,6.99
Canada,10:05.0,6.99
United Kingdom,07:18.0,6.99
Yemen,30:06.0,6.99
Saudi Arabia,52:59.0,6.99
Brazil,14:24.0,6.99
Philippines,11:49.0,6.99
India,48:43.0,6.99
India,49:35.0,6.99
Russian Federation,31:05.0,6.99
Spain,49:06.0,6.99
Bangladesh,02:49.0,6.99
India,19:59.0,6.99
Taiwan,51:50.0,6.99
Venezuela,55:03.0,6.99
Peru,37:59.0,6.99
Taiwan,21:10.0,6.99
China,29:20.0,6.99
Egypt,40:25.0,6.99
Brazil,21:54.0,6.99
Nigeria,13:22.0,6.99
Afghanistan,53:00.0,6.99
France,24:44.0,6.99
Indonesia,28:01.0,6.99
Israel,54:02.0,6.99
Mexico,44:10.0,6.99
Mexico,45:03.0,6.99
Poland,21:22.0,6.99
Indonesia,00:12.0,6.99
Puerto Rico,48:00.0,6.99
Iran,15:50.0,6.99
India,45:58.0,6.99
United Kingdom,38:54.0,6.99
Ecuador,19:55.0,6.99
Philippines,23:22.0,6.99
China,27:01.0,6.99
Germany,19:56.0,6.99
Brazil,33:33.0,6.99
Brazil,47:18.0,6.99
Spain,57:38.0,6.99
Canada,25:57.0,6.99
Greece,44:55.0,6.99
United States,22:38.0,6.99
South Korea,11:53.0,6.99
Italy,21:06.0,6.99
Kenya,34:17.0,6.99
Russian Federation,36:32.0,6.99
Turkey,08:15.0,6.99
Japan,59:51.0,6.99
Armenia,29:50.0,6.99
Taiwan,43:27.0,6.99
Russian Federation,01:00.0,6.99
Bolivia,12:07.0,6.99
Ukraine,41:08.0,6.99
India,28:07.0,6.99
Brazil,21:26.0,6.99
Egypt,27:47.0,6.99
Japan,03:09.0,6.99
United States,40:02.0,6.99
Cameroon,09:07.0,6.99
Pakistan,47:47.0,6.99
Poland,58:23.0,6.99
Saudi Arabia,51:37.0,6.99
Iran,17:13.0,6.99
Japan,26:25.0,6.99
Russian Federation,28:18.0,6.99
China,34:16.0,6.99
Chile,20:30.0,6.99
Mexico,47:56.0,6.99
Japan,55:01.0,6.99
Mexico,14:27.0,6.99
Thailand,27:14.0,6.99
Dominican Republic,41:52.0,6.99
Gambia,29:49.0,6.99
United States,38:21.0,6.99
United States,12:15.0,6.99
Russian Federation,53:51.0,6.99
South Africa,56:40.0,6.99
India,51:52.0,6.99
Iran,39:22.0,6.99
Holy See (Vatican City State),07:29.0,6.99
South Africa,04:42.0,6.99
Cambodia,26:41.0,6.99
Mozambique,40:02.0,6.99
Nigeria,47:55.0,6.99
India,34:56.0,6.99
South Africa,17:59.0,6.99
Finland,03:55.0,6.99
China,19:22.0,6.99
China,02:17.0,6.99
Netherlands,40:46.0,6.99
South Korea,31:04.0,6.99
Venezuela,33:48.0,6.99
Mozambique,24:33.0,6.99
United States,52:10.0,6.99
France,29:08.0,6.99
Russian Federation,56:04.0,6.99
Tanzania,56:11.0,6.99
United States,04:44.0,6.99
